arm,pixel_perm,sign_flip,row_perm,object,family,K_eff,draw,num_frames,chunks,levene_p,levene_reject,ks_absdev_p,local_std_envelope_cv,running_mean_cv,walsh_flatness_ratio,walsh_S2
row_perm_only,False,False,True,digit_3,synthetic_digit,638.5224343850998,22,8192,8,0.17440641938633172,False,0.04682992839294507,0.2443328104325859,0.0006088866502977908,0.9996474910858939,605.1506381772474
row_perm_only,False,False,True,digit_3,synthetic_digit,638.5224343850998,23,8192,8,0.01809960002203305,False,0.09352892894698887,0.3095706598295506,0.0006155908922664821,0.9996474910858939,605.1506381772474
row_perm_only,False,False,True,digit_3,synthetic_digit,638.5224343850998,24,8192,8,0.00019790146373518724,True,0.10423872426690864,0.4066397117154922,0.000613547395914793,0.9996474910858939,605.1506381772474
row_perm_only,False,False,True,digit_3,synthetic_digit,638.5224343850998,25,8192,8,0.1231137893049656,False,0.19162747608137745,0.2962724790687915,0.0006120667676441371,0.9996474910858939,605.1506381772474
row_perm_only,False,False,True,digit_3,synthetic_digit,638.5224343850998,26,8192,8,0.04462137206805562,False,0.1426043426418189,0.28734059701087056,0.0006114676361903548,0.9996474910858939,605.1506381772474
row_perm_only,False,False,True,digit_3,synthetic_digit,638.5224343850998,27,8192,8,0.0017626394256623574,False,0.15768020016074424,0.37735997517557557,0.0006066552014090121,0.9996474910858939,605.1506381772474
row_perm_only,False,False,True,digit_3,synthetic_digit,638.5224343850998,28,8192,8,0.1535443772829982,False,0.1426043426418189,0.2456979103094636,0.002350229537114501,0.9996474910858939,605.1506381772474
row_perm_only,False,False,True,digit_3,synthetic_digit,638.5224343850998,29,8192,8,0.037509941216511626,False,0.6252232286391919,0.28387126446231326,0.0006135173025541008,0.9996474910858939,605.1506381772474
row_perm_only,False,False,True,digit_3,synthetic_digit,638.5224343850998,30,8192,8,0.022919041579795622,False,0.036607186893664635,0.3145342606506735,0.0006129898247309029,0.9996474910858939,605.1506381772474
row_perm_only,False,False,True,digit_3,synthetic_digit,638.5224343850998,31,8192,8,0.054085041976686905,False,0.04144486149590569,0.28213192870428716,0.007907942868769169,0.9996474910858939,605.1506381772474
